receptorIdentificatie;rekentoolVersie;rekenjaar;naamOverheid;naam;toetspuntSoort;grondslag;opmerking;no2Concentratie;noxSRM1;noxSRM2;no2SRM1DirecteUitstoot;no2SRM2DirecteUitstoot;no2SRMConversiebijdrage;no2AchtergrondConcentratie;no2GCN;no2HWNdubtelcorrectie;no2GCNenEigenCorrectie;o3AchtergrondConcentratie;o3GCN;o3HWNdubtelcorrectie;o3GCNenEigenCorrectie;pm10Concentratie;pm10Overschrijdingsdagen;pm10SRM1;pm10SRM2;pm10AchtergrondConcentratie;pm10GCN;pm10HWNdubtelcorrectie;pm10GCNenEigenCorrectie;pm25Concentratie;pm25SRM1;pm25SRM2;pm25AchtergrondConcentratie;pm25GCN;pm25HWNdubtelcorrectie;pm25GCNenEigenCorrectie;ecConcentratie;ecSRM1;ecSRM2;ecAchtergrondConcentratie;ecGCN;ecHWNdubtelcorrectie;ecGCNenEigenCorrectie;geometrie
34366966_1090985;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.3681;3.5766;6.1042;0.3985;0.9630;3.2186;10.7880;-999;-3.6120;0.0000;49.8780;-999;-999;-999;15.2960;6.0000;0.3625;0.6064;14.3270;-999;-0.4530;0.0000;7.4108;0.0949;0.1850;7.1310;-999;-0.1130;0.0000;0.3974;0.0145;0.0309;0.3520;-999;-0.0640;0.0000;POINT(122743.101686289 492253.592814199)
34366966_1090987;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.6962;0.4827;0.9029;0.0782;0.1254;0.4775;15.0150;-999;-0.2550;0.0000;47.4160;-999;-999;-999;16.9518;6.0300;0.0701;0.0927;16.7890;-999;-0.0310;0.0000;9.0545;0.0175;0.0281;9.0090;-999;-0.0090;0.0000;0.4974;0.0027;0.0047;0.4900;-999;-0.0050;0.0000;POINT(120489.117805344 486499.612563104)
37161516_1090988;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;L ,;Alle;0;;7.9511;0.0000;0.0965;0.0000;0.0120;0.0491;7.8900;-999;0.0000;0.0000;51.8800;-999;-999;-999;12.7377;6.0000;0.0000;0.0077;12.7300;-999;0.0000;0.0000;6.2062;0.0000;0.0022;6.2040;-999;0.0000;0.0000;0.2894;0.0000;0.0004;0.2890;-999;0.0000;0.0000;POINT(131448.987176711 490919.542667403)
37161516_1090989;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;10.3322;0.0000;1.6069;0.0000;0.2449;0.7163;9.3710;-999;-0.5290;0.0000;50.6760;-999;-999;-999;13.5426;6.0000;0.0000;0.1556;13.3870;-999;-0.0530;0.0000;6.7818;0.0000;0.0478;6.7340;-999;-0.0170;0.0000;0.3322;0.0000;0.0082;0.3240;-999;-0.0100;0.0000;POINT(128029.973265619 487841.266855572)
34366966_1090990;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.9420;6.1916;1.0220;0.6332;0.1427;1.8841;14.2820;-999;-0.3880;0.0000;47.7930;-999;-999;-999;17.2414;6.0800;0.6823;0.1061;16.4530;-999;-0.0470;0.0000;8.9917;0.1754;0.0323;8.7840;-999;-0.0140;0.0000;0.4909;0.0275;0.0054;0.4580;-999;-0.0080;0.0000;POINT(120884.887115457 485588.106794224)
34366966_1090992;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.3273;2.0093;2.4263;0.2316;0.3763;1.4584;12.2610;-999;-1.1090;0.0000;48.8040;-999;-999;-999;14.9756;6.0000;0.2582;0.2514;14.4660;-999;-0.1340;0.0000;7.5700;0.0645;0.0765;7.4290;-999;-0.0380;0.0000;0.4041;0.0093;0.0128;0.3820;-999;-0.0210;0.0000;POINT(123262.044122727 483509.643425145)
34366966_1090993;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.5502;6.9233;1.9543;0.9082;0.2891;2.3549;12.9980;-999;-1.1420;0.0000;48.4170;-999;-999;-999;15.5293;6.0000;0.5892;0.2031;14.7370;-999;-0.1430;0.0000;7.8533;0.1614;0.0618;7.6300;-999;-0.0400;0.0000;0.4379;0.0266;0.0104;0.4010;-999;-0.0220;0.0000;POINT(122571.752527305 483849.615822499)
34366966_1090994;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.5019;5.5669;1.2080;0.6778;0.1814;1.7847;13.8580;-999;-0.3720;0.0000;47.9610;-999;-999;-999;16.5798;6.0000;0.5816;0.1203;15.8780;-999;-0.0420;0.0000;8.6637;0.1573;0.0365;8.4700;-999;-0.0130;0.0000;0.4912;0.0271;0.0061;0.4580;-999;-0.0070;0.0000;POINT(123662.173469619 485927.484444244)
34366966_1090996;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.0895;3.2139;1.5772;0.3789;0.2189;1.4158;13.0760;-999;-0.7340;0.0000;48.4510;-999;-999;-999;16.0587;6.0300;0.4141;0.1646;15.4800;-999;-0.0900;0.0000;8.2861;0.1040;0.0501;8.1320;-999;-0.0260;0.0000;0.4447;0.0163;0.0084;0.4200;-999;-0.0150;0.0000;POINT(120948.587228929 484501.902850779)
34366966_1090997;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.6768;7.0686;2.2665;0.8248;0.3306;2.5234;12.9980;-999;-1.1420;0.0000;48.4170;-999;-999;-999;15.9262;6.0000;0.9526;0.2365;14.7370;-999;-0.1430;0.0000;7.9378;0.2358;0.0721;7.6300;-999;-0.0400;0.0000;0.4465;0.0334;0.0121;0.4010;-999;-0.0220;0.0000;POINT(122341.996953216 483636.430531972)
34366966_1090999;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.0436;4.1260;0.9888;0.5304;0.1378;1.3604;15.0150;-999;-0.2550;0.0000;47.4160;-999;-999;-999;17.3793;6.1100;0.4880;0.1024;16.7890;-999;-0.0310;0.0000;9.1633;0.1233;0.0311;9.0090;-999;-0.0090;0.0000;0.5133;0.0182;0.0052;0.4900;-999;-0.0050;0.0000;POINT(120160.89871619 486170.293763478)
34366966_1091000;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;18.2319;10.1771;1.0547;1.0409;0.1472;2.7619;14.2820;-999;-0.3880;0.0000;47.7930;-999;-999;-999;17.6841;6.1900;1.1215;0.1096;16.4530;-999;-0.0470;0.0000;9.1056;0.2883;0.0333;8.7840;-999;-0.0140;0.0000;0.5087;0.0452;0.0056;0.4580;-999;-0.0080;0.0000;POINT(120865.504579784 485482.006040554)
34366966_1091001;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;17.4162;11.5097;3.3783;1.0137;0.5222;3.9363;11.9440;-999;-1.3560;0.0000;49.3040;-999;-999;-999;16.4951;6.0000;1.1554;0.3338;15.0060;-999;-0.1740;0.0000;7.6547;0.2961;0.1016;7.2570;-999;-0.0450;0.0000;0.4215;0.0506;0.0169;0.3540;-999;-0.0250;0.0000;POINT(116889.176212561 489435.900478861)
34366966_1091002;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.4003;5.4457;1.7571;0.6517;0.2728;1.9847;12.4910;-999;-0.9290;0.0000;48.6680;-999;-999;-999;15.6867;6.0000;0.6980;0.1778;14.8110;-999;-0.1090;0.0000;7.9327;0.1757;0.0541;7.7030;-999;-0.0310;0.0000;0.4397;0.0277;0.0091;0.4030;-999;-0.0170;0.0000;POINT(124334.581095015 484701.535211318)
34366966_1091003;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.0955;2.9924;1.1636;0.3522;0.1698;1.2114;12.3620;-999;-0.4980;0.0000;48.8910;-999;-999;-999;17.3354;6.1000;0.3328;0.1106;16.8920;-999;-0.0580;0.0000;8.2198;0.0853;0.0334;8.1010;-999;-0.0170;0.0000;0.3937;0.0130;0.0057;0.3750;-999;-0.0100;0.0000;POINT(119931.063064871 489715.631475857)
34366966_1091005;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.3766;1.9091;1.6474;0.2632;0.2542;1.1421;11.7170;-999;-0.6430;0.0000;49.6170;-999;-999;-999;15.3853;6.0000;0.3115;0.1717;14.9020;-999;-0.0780;0.0000;7.7278;0.0756;0.0522;7.6000;-999;-0.0240;0.0000;0.4189;0.0102;0.0087;0.4000;-999;-0.0130;0.0000;POINT(116606.767228522 485498.80242934)
34366966_1091006;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Apollolaan,Amsterdam;Alle;0;;14.6328;2.7587;1.5065;0.3371;0.2091;1.2887;12.7980;-999;-0.7820;0.0000;48.8100;-999;-999;-999;16.5670;6.0000;0.3871;0.1579;16.0220;-999;-0.0980;0.0000;8.6715;0.0955;0.0480;8.5280;-999;-0.0280;0.0000;0.4683;0.0133;0.0080;0.4470;-999;-0.0160;0.0000;POINT(119586.507152003 484822.013651982)
34366966_1091008;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.7342;4.2597;1.2743;0.4567;0.1786;1.5420;13.5570;-999;-0.5730;0.0000;48.1150;-999;-999;-999;16.9363;6.0300;0.4046;0.1327;16.3990;-999;-0.0710;0.0000;9.0320;0.1076;0.0404;8.8840;-999;-0.0200;0.0000;0.5034;0.0167;0.0068;0.4800;-999;-0.0110;0.0000;POINT(121209.131481626 484885.479492698)
34366966_1091009;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Beethovenstraat,Amsterdam;Alle;0;;15.9710;5.9296;1.6782;0.5652;0.2305;2.0992;13.0760;-999;-0.7340;0.0000;48.3510;-999;-999;-999;16.1461;6.0200;0.4909;0.1752;15.4800;-999;-0.0900;0.0000;8.3215;0.1361;0.0534;8.1320;-999;-0.0260;0.0000;0.4511;0.0222;0.0089;0.4200;-999;-0.0150;0.0000;POINT(120245.921114423 484497.876991154)
34366966_1091010;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.4109;6.2234;1.0695;0.8267;0.1535;1.9316;11.4990;-999;-0.9710;0.0000;49.6570;-999;-999;-999;16.1932;6.0100;0.9137;0.1045;15.1750;-999;-0.1250;0.0000;7.8511;0.2263;0.0317;7.5930;-999;-0.0330;0.0000;0.4250;0.0346;0.0054;0.3850;-999;-0.0180;0.0000;POINT(116715.984781888 488235.324830944)
34366966_1091012;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;17.0392;4.0223;6.6362;0.5151;0.9792;3.4569;12.0880;-999;-2.5220;0.0000;49.0650;-999;-999;-999;16.9051;6.0200;0.6295;0.7416;15.5340;-999;-0.3660;0.0000;8.5016;0.1532;0.2245;8.1240;-999;-0.0920;0.0000;0.4699;0.0210;0.0359;0.4130;-999;-0.0520;0.0000;POINT(117917.922684354 486953.680179786)
34366966_1091016;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.3163;1.4102;1.8861;0.1889;0.2904;1.1201;11.7170;-999;-0.6430;0.0000;49.6170;-999;-999;-999;15.2673;6.0000;0.1678;0.1975;14.9020;-999;-0.0780;0.0000;7.7037;0.0437;0.0600;7.6000;-999;-0.0240;0.0000;0.4171;0.0071;0.0100;0.4000;-999;-0.0130;0.0000;POINT(116845.409382665 485094.143156267)
34366966_1091017;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;13.6446;0.4720;0.9229;0.0688;0.1402;0.4947;12.9410;-999;-0.3390;0.0000;48.9070;-999;-999;-999;23.7812;13.1300;0.0450;0.0902;23.6460;-999;-0.0340;0.0000;8.5182;0.0118;0.0274;8.4790;-999;-0.0120;0.0000;0.3664;0.0018;0.0046;0.3600;-999;-0.0070;0.0000;POINT(116982.056778778 491611.143639461)
34366966_1091018;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.0967;0.9590;1.0475;0.1712;0.1540;0.6414;14.1300;-999;-0.2300;0.0000;47.8370;-999;-999;-999;16.0620;6.0300;0.1634;0.1036;15.7950;-999;-0.0250;0.0000;8.4528;0.0384;0.0313;8.3830;-999;-0.0080;0.0000;0.4695;0.0052;0.0053;0.4590;-999;-0.0040;0.0000;POINT(123069.930409328 486244.872980565)
34366966_1091019;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.7349;1.7663;1.8329;0.2379;0.2513;1.1697;13.0760;-999;-0.7340;0.0000;48.4510;-999;-999;-999;15.9516;6.0000;0.2804;0.1912;15.4800;-999;-0.0900;0.0000;8.2584;0.0681;0.0583;8.1320;-999;-0.0260;0.0000;0.4388;0.0090;0.0098;0.4200;-999;-0.0150;0.0000;POINT(120578.840000139 484341.880000133)
34366966_1091024;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;12.6275;1.9668;2.4736;0.2348;0.3962;1.4885;10.5080;-999;-0.8620;0.0000;49.7990;-999;-999;-999;14.4880;6.0000;0.2846;0.2514;13.9520;-999;-0.0980;0.0000;7.2909;0.0697;0.0762;7.1450;-999;-0.0290;0.0000;0.3745;0.0097;0.0129;0.3520;-999;-0.0160;0.0000;POINT(127654.157374648 482427.609321039)
34366966_1091026;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;17.3230;9.1013;1.0607;1.2905;0.1575;2.4679;13.4070;-999;-0.2430;0.0000;48.2210;-999;-999;-999;15.7640;6.0000;0.8390;0.1000;14.8250;-999;-0.0250;0.0000;7.7340;0.2277;0.0303;7.4760;-999;-0.0080;0.0000;0.4454;0.0383;0.0052;0.4020;-999;-0.0040;0.0000;POINT(123544.747199413 489831.251535874)
34366966_1091027;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.3952;5.5699;1.5275;0.7202;0.2151;1.9028;13.5570;-999;-0.5730;0.0000;48.1150;-999;-999;-999;17.2000;6.0700;0.6417;0.1593;16.3990;-999;-0.0710;0.0000;9.0957;0.1631;0.0485;8.8840;-999;-0.0200;0.0000;0.5125;0.0244;0.0081;0.4800;-999;-0.0110;0.0000;POINT(121467.450965324 484442.433769529)
34366966_1091028;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;23.4344;22.5709;1.0153;2.2181;0.1449;5.0494;16.0220;-999;-0.2880;0.0000;46.9990;-999;-999;-999;19.0753;6.9000;1.9656;0.1047;17.0050;-999;-0.0350;0.0000;9.8262;0.5355;0.0318;9.2590;-999;-0.0100;0.0000;0.6049;0.0856;0.0053;0.5140;-999;-0.0060;0.0000;POINT(121729.145137237 485662.482542202)
34366966_1091029;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Radarweg,Amsterdam;Alle;0;;15.2925;3.7616;2.1241;0.3139;0.3242;1.7774;12.8770;-999;-1.5830;0.0000;48.6510;-999;-999;-999;15.9990;6.0000;0.3235;0.2115;15.4640;-999;-0.2060;0.0000;7.6400;0.0866;0.0644;7.4890;-999;-0.0530;0.0000;0.3953;0.0145;0.0107;0.3700;-999;-0.0300;0.0000;POINT(117489.501590193 489740.227265663)
34366966_1091030;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Noordzijde,Amsterdam;Alle;0;;13.9884;2.1411;1.2379;0.2581;0.1814;1.0329;12.5160;-999;-2.1140;0.0000;48.8040;-999;-999;-999;15.7139;6.0000;0.3068;0.1282;15.2790;-999;-0.3010;0.0000;7.9256;0.0757;0.0389;7.8110;-999;-0.0760;0.0000;0.4205;0.0110;0.0064;0.4030;-999;-0.0420;0.0000;POINT(117057.995151975 487170.674516722)
34366966_1091031;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.6666;3.5259;2.0106;0.4401;0.3104;1.6830;11.2330;-999;-0.9870;0.0000;49.9350;-999;-999;-999;15.4452;6.0000;0.4389;0.2104;14.7960;-999;-0.1240;0.0000;7.7354;0.1135;0.0639;7.5580;-999;-0.0360;0.0000;0.4250;0.0194;0.0107;0.3950;-999;-0.0200;0.0000;POINT(116840.558479783 484941.779699678)
34366966_1091035;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.4264;5.7531;0.9410;0.5217;0.1311;1.7585;15.0150;-999;-0.2550;0.0000;47.4160;-999;-999;-999;17.4294;6.1200;0.5431;0.0973;16.7890;-999;-0.0310;0.0000;9.1826;0.1441;0.0295;9.0090;-999;-0.0090;0.0000;0.5202;0.0253;0.0049;0.4900;-999;-0.0050;0.0000;POINT(120535.609693159 486162.405133505)
34366966_1091036;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.2546;1.7595;1.9278;0.2235;0.2779;1.2303;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.5728;6.0000;0.2402;0.2006;15.1320;-999;-0.0980;0.0000;8.0602;0.0600;0.0611;7.9390;-999;-0.0280;0.0000;0.4314;0.0092;0.0102;0.4120;-999;-0.0160;0.0000;POINT(120408.395131708 482496.874284305)
34366966_1091037;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.4656;3.7029;7.5677;0.4772;1.1348;3.7456;11.1080;-999;-3.2820;0.0000;49.5110;-999;-999;-999;14.7027;6.0000;0.3071;0.7236;13.6720;-999;-0.4080;0.0000;7.1961;0.0867;0.2205;6.8890;-999;-0.1010;0.0000;0.4010;0.0155;0.0365;0.3490;-999;-0.0570;0.0000;POINT(126612.667464865 488567.841200006)
34366966_1091038;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;18.3856;12.3521;0.9874;1.7237;0.1461;3.1088;13.4070;-999;-0.2430;0.0000;48.2210;-999;-999;-999;16.0373;6.0300;1.1195;0.0928;14.8250;-999;-0.0250;0.0000;7.8096;0.3055;0.0280;7.4760;-999;-0.0080;0.0000;0.4585;0.0517;0.0048;0.4020;-999;-0.0040;0.0000;POINT(123358.794432373 489522.305483089)
34366966_1091039;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.1499;4.5535;2.0818;0.5975;0.3108;1.9516;10.2900;-999;-4.2900;0.0000;50.1000;-999;-999;-999;14.8791;6.0000;0.6717;0.1974;14.0100;-999;-0.5200;0.0000;7.3667;0.1655;0.0602;7.1410;-999;-0.1300;0.0000;0.3869;0.0248;0.0102;0.3520;-999;-0.0730;0.0000;POINT(125220.106558536 490082.874213474)
34366966_1091041;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;18.2374;9.1433;4.7104;1.0058;0.7000;3.8126;12.7190;-999;-2.8210;0.0000;48.7020;-999;-999;-999;16.8637;6.0200;1.1036;0.5221;15.2380;-999;-0.4120;0.0000;8.3172;0.2792;0.1579;7.8800;-999;-0.1050;0.0000;0.4673;0.0421;0.0252;0.4000;-999;-0.0590;0.0000;POINT(117981.230914974 485734.359813883)
34366966_1091042;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.1095;5.5907;2.1582;0.8191;0.3385;2.1139;12.8380;-999;-4.2020;0.0000;48.4520;-999;-999;-999;15.2627;6.0000;0.5360;0.2207;14.5060;-999;-0.5640;0.0000;7.7090;0.1408;0.0671;7.5010;-999;-0.1420;0.0000;0.4260;0.0217;0.0112;0.3930;-999;-0.0790;0.0000;POINT(124073.753915695 483989.306188725)
37161516_1091043;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;L ,;Alle;0;;9.2123;0.0000;0.4336;0.0000;0.0658;0.2096;8.9370;-999;-0.2230;0.0000;51.0080;-999;-999;-999;13.0408;6.0000;0.0000;0.0418;12.9990;-999;-0.0210;0.0000;6.4296;0.0000;0.0126;6.4170;-999;-0.0070;0.0000;0.3111;0.0000;0.0021;0.3090;-999;-0.0040;0.0000;POINT(129765.349436791 488586.753331192)
34366966_1091044;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Geldersekade,Amsterdam;Alle;0;;17.4063;2.9700;1.2478;0.3047;0.1729;1.2106;15.7180;-999;-0.0420;0.0000;47.1600;-999;-999;-999;16.7914;6.0100;0.2905;0.1160;16.3850;-999;-0.0050;0.0000;8.7748;0.0760;0.0347;8.6640;-999;-0.0020;0.0000;0.5047;0.0117;0.0061;0.4870;-999;-0.0010;0.0000;POINT(121943.803596535 487493.329584954)
34366966_1091045;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;18.6168;6.8030;0.9744;0.8310;0.1404;1.9404;15.7050;-999;-0.1250;0.0000;47.1170;-999;-999;-999;17.1319;6.0600;0.9778;0.0981;16.0560;-999;-0.0140;0.0000;8.7686;0.2400;0.0297;8.4990;-999;-0.0040;0.0000;0.5130;0.0330;0.0050;0.4750;-999;-0.0020;0.0000;POINT(122247.827720692 486283.435395259)
34366966_1091046;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.1481;2.3428;1.5662;0.2885;0.2411;1.2005;12.4180;-999;-0.5120;0.0000;48.7230;-999;-999;-999;15.7669;6.0000;0.2973;0.1565;15.3130;-999;-0.0570;0.0000;8.2249;0.0753;0.0475;8.1020;-999;-0.0170;0.0000;0.4477;0.0117;0.0080;0.4280;-999;-0.0100;0.0000;POINT(124590.177710724 485556.969253132)
34366966_1091049;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.2533;6.7080;1.0422;0.8628;0.1454;1.9631;14.2820;-999;-0.3880;0.0000;47.7930;-999;-999;-999;17.3551;6.1000;0.7937;0.1084;16.4530;-999;-0.0470;0.0000;9.0174;0.2005;0.0329;8.7840;-999;-0.0140;0.0000;0.4930;0.0295;0.0055;0.4580;-999;-0.0080;0.0000;POINT(120342.917713502 485751.80574317)
34366966_1091050;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.4173;8.0418;0.9365;0.7150;0.1307;2.2895;14.2820;-999;-0.3880;0.0000;47.7930;-999;-999;-999;17.1663;6.0600;0.6164;0.0969;16.4530;-999;-0.0470;0.0000;8.9882;0.1748;0.0294;8.7840;-999;-0.0140;0.0000;0.4921;0.0291;0.0049;0.4580;-999;-0.0080;0.0000;POINT(120894.817440578 485961.077484973)
34366966_1091051;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.5783;2.1903;1.1938;0.2649;0.1780;1.0054;14.1300;-999;-0.2300;0.0000;47.8370;-999;-999;-999;16.1948;6.0100;0.2828;0.1169;15.7950;-999;-0.0250;0.0000;8.4891;0.0708;0.0353;8.3830;-999;-0.0080;0.0000;0.4752;0.0102;0.0059;0.4590;-999;-0.0040;0.0000;POINT(123950.939966762 486578)
34366966_1091052;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.0107;1.6087;2.0211;0.2265;0.3228;1.2234;11.2380;-999;-0.6500;0.0000;50.0710;-999;-999;-999;15.1600;6.0000;0.2611;0.2058;14.6930;-999;-0.0770;0.0000;7.5651;0.0634;0.0626;7.4390;-999;-0.0240;0.0000;0.4201;0.0085;0.0105;0.4010;-999;-0.0130;0.0000;POINT(114265.980479804 484859.045534565)
34366966_1091053;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;17.4797;9.2847;2.3680;0.9843;0.3419;3.0525;13.1010;-999;-1.0390;0.0000;48.4830;-999;-999;-999;17.1019;6.0500;1.0544;0.2515;15.7960;-999;-0.1340;0.0000;8.6656;0.2703;0.0763;8.3190;-999;-0.0380;0.0000;0.5006;0.0430;0.0126;0.4450;-999;-0.0210;0.0000;POINT(118372.349822705 484871.867025587)
34366966_1091054;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Plesmanlaan,Amsterdam;Alle;0;;14.6345;5.9487;1.9702;0.7907;0.3051;2.2057;11.3330;-999;-0.9870;0.0000;49.8350;-999;-999;-999;15.9224;6.0000;0.9205;0.2058;14.7960;-999;-0.1240;0.0000;7.8452;0.2246;0.0626;7.5580;-999;-0.0360;0.0000;0.4359;0.0305;0.0104;0.3950;-999;-0.0200;0.0000;POINT(116746.087389656 484972.302424681)
34366966_1091056;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Van Woustraat,Amsterdam;Alle;0;;18.9224;6.1702;1.1035;0.9433;0.1588;1.7983;16.0220;-999;-0.2880;0.0000;46.9990;-999;-999;-999;17.9721;6.3000;0.8530;0.1141;17.0050;-999;-0.0350;0.0000;9.5029;0.2092;0.0347;9.2590;-999;-0.0100;0.0000;0.5504;0.0306;0.0058;0.5140;-999;-0.0060;0.0000;POINT(121879.616464392 485367.350327748)
34366966_1091058;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.1097;4.5925;1.5962;0.6688;0.2470;1.7029;12.4910;-999;-0.9290;0.0000;48.6680;-999;-999;-999;15.5940;6.0000;0.6215;0.1615;14.8110;-999;-0.1090;0.0000;7.9075;0.1554;0.0491;7.7030;-999;-0.0310;0.0000;0.4346;0.0234;0.0082;0.4030;-999;-0.0170;0.0000;POINT(124160.979980276 484879.716241181)
34366966_1091060;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.6280;2.1805;6.6325;0.2455;1.0923;3.0842;10.2060;-999;-1.3440;0.0000;49.7510;-999;-999;-999;14.7305;6.0000;0.2952;0.6923;13.7430;-999;-0.1670;0.0000;7.2326;0.0729;0.2107;6.9490;-999;-0.0460;0.0000;0.3925;0.0106;0.0349;0.3470;-999;-0.0260;0.0000;POINT(125095.655139779 478361.745111923)
34366966_1091061;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.3732;1.9673;2.5379;0.2267;0.3945;1.4910;12.2610;-999;-1.1090;0.0000;48.8040;-999;-999;-999;14.9819;6.0000;0.2529;0.2631;14.4660;-999;-0.1340;0.0000;7.5723;0.0631;0.0801;7.4290;-999;-0.0380;0.0000;0.4045;0.0091;0.0134;0.3820;-999;-0.0210;0.0000;POINT(123269.183902634 483437.350622216)
34366966_1091062;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;19.4419;3.6774;1.3849;0.4858;0.1967;1.3724;17.3870;-999;-0.0430;0.0000;46.3780;-999;-999;-999;16.2764;6.0100;0.4400;0.1304;15.7060;-999;-0.0040;0.0000;8.2745;0.1120;0.0385;8.1240;-999;-0.0020;0.0000;0.5045;0.0169;0.0066;0.4810;-999;-0.0010;0.0000;POINT(122895.956893859 487112.087901833)
34366966_1091063;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;11.5694;2.0040;1.6835;0.2364;0.2735;1.1965;9.8630;-999;-0.5270;0.0000;50.1650;-999;-999;-999;14.5588;6.0000;0.2658;0.1730;14.1200;-999;-0.0600;0.0000;7.4418;0.0663;0.0525;7.3230;-999;-0.0190;0.0000;0.3834;0.0096;0.0087;0.3650;-999;-0.0110;0.0000;POINT(127112.924768427 479242.196132637)
